YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2022 08 26 13 00 187  3.7  4.6 99.00 99.00 99.00 999 1015.3  24.8  24.9  23.2 99.0 99.00 
2022 08 26 13 10 184  3.8  4.7 99.00 99.00 99.00 999 1015.2  24.9  24.9  23.3 99.0 99.00 
2022 08 26 13 20 182  4.1  5.2 99.00 99.00 99.00 999 1015.3  24.9  25.0  23.4 99.0 99.00 
2022 08 26 13 30 189  3.9  4.8 99.00 99.00 99.00 999 1015.2  24.9  25.0  23.3 99.0 99.00 
2022 08 26 13 40 190  4.0  4.8  0.94  8.33  6.07 148 1015.3  24.9  25.0  23.2 99.0 99.00 
2022 08 26 13 50 195  3.9  4.9 99.00 99.00 99.00 999 1015.3  24.9  25.0  23.3 99.0 99.00 
2022 08 26 14 00 194  3.8  4.8 99.00 99.00 99.00 999 1015.3  24.9  25.0  23.3 99.0 99.00 
2022 08 26 14 10 197  3.9  4.7 99.00 99.00 99.00 999 1015.3  24.9  25.0  23.3 99.0 99.00 
2022 08 26 14 20 197  4.1  4.9 99.00 99.00 99.00 999 1015.3  25.0  25.0  23.3 99.0 99.00 
2022 08 26 14 30 197  4.4  5.4 99.00 99.00 99.00 999 1015.4  25.0  25.1  23.2 99.0 99.00 
2022 08 26 14 40 194  4.6  5.8  0.97  8.33  5.97 142 1015.2  25.1  25.1  23.3 99.0 99.00 
2022 08 26 14 50 193  4.7  5.6 99.00 99.00 99.00 999 1015.3  25.1  25.1  23.4 99.0 99.00 
2022 08 26 15 00 195  4.8  6.2 99.00 99.00 99.00 999 1015.2  25.1  25.1  23.5 99.0 99.00 
2022 08 26 15 10 195  5.2  6.1 99.00 99.00 99.00 999 1015.2  25.1  25.1  23.5 99.0 99.00 
2022 08 26 15 20 197  5.1  6.3 99.00 99.00 99.00 999 1015.2  25.1  25.2  23.5 99.0 99.00 
2022 08 26 15 30 197  5.1  6.1 99.00 99.00 99.00 999 1015.1  25.1  25.1  23.5 99.0 99.00 
2022 08 26 15 40 198  5.0  6.3  0.93  8.33  5.61 147 1015.1  25.1  25.2  23.5 99.0 99.00 
2022 08 26 15 50 201  4.8  6.3 99.00 99.00 99.00 999 1015.1  25.1  25.2  23.5 99.0 99.00 
2022 08 26 16 00 200  5.5  6.7 99.00 99.00 99.00 999 1015.0  25.2  25.2  23.5 99.0 99.00 
2022 08 26 16 10 204  5.8  6.9 99.00 99.00 99.00 999 1015.1  25.2  25.2  23.5 99.0 99.00 
2022 08 26 16 20 205  6.0  7.4 99.00 99.00 99.00 999 1014.9  25.2  25.2  23.5 99.0 99.00 
2022 08 26 16 30 205  6.5  8.2 99.00 99.00 99.00 999 1014.9  25.2  25.3  23.6 99.0 99.00 
2022 08 26 16 40 204  6.7  8.5  1.05  8.33  5.43 158 1014.7  25.2  25.3  23.5 99.0 99.00 
2022 08 26 16 50 204  6.9  8.3 99.00 99.00 99.00 999 1014.7  25.2  25.3  23.4 99.0 99.00 
2022 08 26 17 00 203  6.6  8.3 99.00 99.00 99.00 999 1014.6  25.3  25.3  23.5 99.0 99.00 
2022 08 26 17 10 204  6.7  8.3 99.00 99.00 99.00 999 1014.5  25.3  25.3  23.5 99.0 99.00 
2022 08 26 17 20 206  6.8  8.1 99.00 99.00 99.00 999 1014.4  25.3  25.3  23.4 99.0 99.00 
2022 08 26 17 30 205  6.9  8.2 99.00 99.00 99.00 999 1014.3  25.3  25.4  23.3 99.0 99.00 
2022 08 26 17 40 204  7.0  8.6  1.10  7.69  5.20 143 1014.2  25.3  25.3  23.3 99.0 99.00 
2022 08 26 17 50 205  7.4  8.7 99.00 99.00 99.00 999 1014.1  25.3  25.4  23.2 99.0 99.00 
2022 08 26 18 00 203  7.6  9.4 99.00 99.00 99.00 999 1014.1  25.4  25.3  23.4 99.0 99.00 
2022 08 26 18 10 205  7.9  9.6 99.00 99.00 99.00 999 1014.0  25.3  25.4  23.2 99.0 99.00 
2022 08 26 18 20 203  8.0 10.4 99.00 99.00 99.00 999 1013.9  25.4  25.3  23.4 99.0 99.00 
2022 08 26 18 30 202  8.2  9.9 99.00 99.00 99.00 999 1013.8  25.4  25.3  23.5 99.0 99.00 
2022 08 26 18 40 201  8.3  9.9  1.16  8.33  5.01 142 1013.8  25.4  25.3  23.5 99.0 99.00 
2022 08 26 18 50 201  8.0 10.0 99.00 99.00 99.00 999 1013.7  25.4  25.3  23.7 99.0 99.00 
2022 08 26 19 00 203  8.6 10.1 99.00 99.00 99.00 999 1013.7  25.4  25.3  23.6 99.0 99.00 
2022 08 26 19 10 206  8.5 10.5 99.00 99.00 99.00 999 1013.6  25.4  25.3  23.5 99.0 99.00 
2022 08 26 19 20 205  8.5 10.6 99.00 99.00 99.00 999 1013.5  25.4  25.3  23.5 99.0 99.00 
2022 08 26 19 30 204  8.5 10.6 99.00 99.00 99.00 999 1013.4  25.4  25.2  23.4 99.0 99.00 
2022 08 26 19 40 201  8.4 10.6  1.21  7.69  4.75 148 1013.3  25.4  25.2  23.5 99.0 99.00 
2022 08 26 19 50 200  8.7 10.6 99.00 99.00 99.00 999 1013.1  25.4  25.2  23.7 99.0 99.00 
2022 08 26 20 00 198  8.6 11.2 99.00 99.00 99.00 999 1013.0  25.4  25.2  23.7 99.0 99.00 
2022 08 26 20 10 200  9.1 11.0 99.00 99.00 99.00 999 1012.8  25.4  25.2  23.6 99.0 99.00 
2022 08 26 20 20 201  8.7 10.4 99.00 99.00 99.00 999 1012.7  25.4  25.2  23.4 99.0 99.00 
2022 08 26 20 30 201  8.3 11.0 99.00 99.00 99.00 999 1012.7  25.5  25.2  23.2 99.0 99.00 
2022 08 26 20 40 202  8.5 10.3  1.27  7.69  4.81 148 1012.7  25.5  25.2  22.9 99.0 99.00 
2022 08 26 20 50 206  8.3 10.0 99.00 99.00 99.00 999 1012.6  25.6  25.2  22.8 99.0 99.00 
2022 08 26 21 00 206  8.2 10.1 99.00 99.00 99.00 999 1012.6  25.7  25.2  22.6 99.0 99.00 
2022 08 26 21 10 207  8.4 10.2 99.00 99.00 99.00 999 1012.6  25.7  25.2  22.5 99.0 99.00 
2022 08 26 21 20 207  8.5 10.3 99.00 99.00 99.00 999 1012.6  25.7  25.2  22.6 99.0 99.00 
2022 08 26 21 30 208  8.7 10.4 99.00 99.00 99.00 999 1012.6  25.7  25.2  22.9 99.0 99.00 
2022 08 26 21 40 206  9.2 11.2  1.35  7.69  4.72 148 1012.4  25.6  25.2  22.6 99.0 99.00 
2022 08 26 21 50 206  8.9 10.9 99.00 99.00 99.00 999 1012.4  25.7  25.2  22.8 99.0 99.00 
2022 08 26 22 00 208  9.3 11.0 99.00 99.00 99.00 999 1012.4  25.6  25.2  22.7 99.0 99.00 
2022 08 26 22 10 208  9.2 11.0 99.00 99.00 99.00 999 1012.5  25.6  25.2  22.6 99.0 99.00 
2022 08 26 22 20 208  8.7 11.0 99.00 99.00 99.00 999 1012.4  25.6  25.2  22.8 99.0 99.00 
2022 08 26 22 30 210  8.7 10.5 99.00 99.00 99.00 999 1012.5  25.6  25.2  22.7 99.0 99.00 
2022 08 26 22 40 208  8.8 10.7  1.33  8.33  4.70 158 1012.5  25.6  25.2  22.7 99.0 99.00 
2022 08 26 22 50 209  8.5 10.2 99.00 99.00 99.00 999 1012.7  25.6  25.2  23.0 99.0 99.00 
2022 08 26 23 00 212  8.5 11.2 99.00 99.00 99.00 999 1012.7  25.5  25.1  23.3 99.0 99.00 
2022 08 26 23 10 210  9.0 11.0 99.00 99.00 99.00 999 1012.8  25.5  25.1  23.4 99.0 99.00 
2022 08 26 23 20 213  9.3 11.1 99.00 99.00 99.00 999 1012.8  25.4  25.1  23.5 99.0 99.00 
2022 08 26 23 30 212  8.8 10.6 99.00 99.00 99.00 999 1012.9  25.4  25.1  23.7 99.0 99.00 
2022 08 26 23 40 211  8.9 10.8  1.41  8.33  4.60 149 1013.0  25.3  25.1  23.8 99.0 99.00 
2022 08 26 23 50 212  8.8 10.7 99.00 99.00 99.00 999 1013.1  25.3  25.0  23.8 99.0 99.00 
2022 08 27 00 00 213  8.8 11.0 99.00 99.00 99.00 999 1013.2  25.3  25.2  23.9 99.0 99.00 
2022 08 27 00 10 213  9.0 10.5 99.00 99.00 99.00 999 1013.3  25.3  25.2  23.9 99.0 99.00 
2022 08 27 00 20 212  8.6 10.5 99.00 99.00 99.00 999 1013.4  25.3  25.2  24.0 99.0 99.00 
2022 08 27 00 30 212  8.5 10.6 99.00 99.00 99.00 999 1013.5  25.3  25.3  24.1 99.0 99.00 
2022 08 27 00 40 216  8.8 11.0  1.32  4.76  4.55 222 1013.7  25.3  25.3  24.1 99.0 99.00 
2022 08 27 00 50 216  8.4 10.5 99.00 99.00 99.00 999 1013.8  25.3  25.3  24.1 99.0 99.00 
2022 08 27 01 00 218  8.8 10.9 99.00 99.00 99.00 999 1013.9  25.3  25.2  23.9 99.0 99.00 
2022 08 27 01 10 218  8.7 11.1 99.00 99.00 99.00 999 1013.9  25.3  25.2  23.8 99.0 99.00 
2022 08 27 01 20 218  8.0  9.7 99.00 99.00 99.00 999 1014.0  25.2  25.2  23.6 99.0 99.00 
2022 08 27 01 30 217  8.3 10.2 99.00 99.00 99.00 999 1014.0  25.3  25.2  23.3 99.0 99.00 
2022 08 27 01 40 217  8.4 10.2  1.28  4.76  4.55 219 1014.0  25.3  25.2  23.2 99.0 99.00 
2022 08 27 01 50 217  8.0 10.3 99.00 99.00 99.00 999 1014.0  25.3  25.2  23.1 99.0 99.00 
2022 08 27 02 00 220  7.8  9.5 99.00 99.00 99.00 999 1013.9  25.2  25.2  23.2 99.0 99.00 
2022 08 27 02 10 218  8.5 10.5 99.00 99.00 99.00 999 1013.8  25.3  25.2  23.3 99.0 99.00 
2022 08 27 02 20 219  7.8  9.3 99.00 99.00 99.00 999 1014.0  25.2  25.2  23.3 99.0 99.00 
2022 08 27 02 30 218  7.8  9.7 99.00 99.00 99.00 999 1013.9  25.2  25.1  23.4 99.0 99.00 
2022 08 27 02 40 219  8.1 10.0  1.33  7.69  4.77 142 1013.9  25.2  25.1  23.3 99.0 99.00 
2022 08 27 02 50 220  8.2 10.6 99.00 99.00 99.00 999 1014.0  25.2  25.1  23.2 99.0 99.00 
2022 08 27 03 00 220  8.4 10.2 99.00 99.00 99.00 999 1014.0  25.2  25.1  23.3 99.0 99.00 
2022 08 27 03 10 220  8.5 10.8 99.00 99.00 99.00 999 1013.9  25.2  25.1  23.3 99.0 99.00 
2022 08 27 03 20 218  8.4 10.2 99.00 99.00 99.00 999 1013.8  25.1  25.1  23.2 99.0 99.00 
2022 08 27 03 30 215  8.1 10.1 99.00 99.00 99.00 999 1013.9  25.1  25.1  23.2 99.0 99.00 
2022 08 27 03 40 213  7.9 10.1  1.36  8.33  4.75 146 1013.9  25.2  25.1  23.4 99.0 99.00 
2022 08 27 03 50 214  7.8 10.1 99.00 99.00 99.00 999 1013.9  25.1  25.1  23.3 99.0 99.00 
2022 08 27 04 00 219  8.0 10.2 99.00 99.00 99.00 999 1013.9  25.2  25.1  23.3 99.0 99.00 
2022 08 27 04 10 219  8.2 10.3 99.00 99.00 99.00 999 1014.0  25.2  25.1  23.2 99.0 99.00 
2022 08 27 04 20 221  8.1 10.5 99.00 99.00 99.00 999 1014.0  25.2  25.1  23.1 99.0 99.00 
2022 08 27 04 30 222  8.0  9.7 99.00 99.00 99.00 999 1014.0  25.2  25.1  23.0 99.0 99.00 
2022 08 27 04 40 223  8.3 10.5  1.27  8.33  4.88 141 1014.0  25.2  25.1  22.9 99.0 99.00 
2022 08 27 04 50 224  7.9  9.6 99.00 99.00 99.00 999 1014.0  25.2  25.1  23.0 99.0 99.00 
2022 08 27 05 00 220  8.2 10.6 99.00 99.00 99.00 999 1013.9  25.2  25.1  23.0 99.0 99.00 
2022 08 27 05 10 224  8.4 10.3 99.00 99.00 99.00 999 1013.8  25.2  25.1  23.0 99.0 99.00 
2022 08 27 05 20 228  8.3 10.5 99.00 99.00 99.00 999 1013.8  25.1  25.1  23.1 99.0 99.00 
2022 08 27 05 30 227  8.2 10.1 99.00 99.00 99.00 999 1013.7  25.1  25.1  23.1 99.0 99.00 
2022 08 27 05 40 228  8.2  9.8  1.36  7.69  4.97 149 1013.7  25.0  25.1  23.0 99.0 99.00 
2022 08 27 05 50 225  8.0 10.2 99.00 99.00 99.00 999 1013.6  25.0  25.1  23.1 99.0 99.00 
2022 08 27 06 00 225  8.2  9.9 99.00 99.00 99.00 999 1013.5  25.0  25.0  23.0 99.0 99.00 
2022 08 27 06 10 223  8.4 10.1 99.00 99.00 99.00 999 1013.5  25.0  25.0  23.0 99.0 99.00 
2022 08 27 06 20 222  8.1  9.8 99.00 99.00 99.00 999 1013.5  25.0  25.0  22.9 99.0 99.00 
2022 08 27 06 30 223  7.9  9.4 99.00 99.00 99.00 999 1013.4  25.0  25.0  22.9 99.0 99.00 
2022 08 27 06 40 226  7.7  9.5  1.39  8.33  4.99 146 1013.4  24.9  25.0  22.9 99.0 99.00 
2022 08 27 06 50 226  7.6  9.6 99.00 99.00 99.00 999 1013.3  24.9  25.0  23.0 99.0 99.00 
2022 08 27 07 00 227  7.6  9.6 99.00 99.00 99.00 999 1013.2  24.9  25.0  23.0 99.0 99.00 
2022 08 27 07 10 227  7.8  9.5 99.00 99.00 99.00 999 1013.2  24.9  25.0  23.1 99.0 99.00 
2022 08 27 07 20 227  7.6  9.2 99.00 99.00 99.00 999 1013.2  24.9  25.0  23.2 99.0 99.00 
2022 08 27 07 30 228  7.6  9.3 99.00 99.00 99.00 999 1013.2  24.8  25.0  23.2 99.0 99.00 
2022 08 27 07 40 228  7.2  8.9  1.42  7.69  5.05 156 1013.2  24.8  25.0  23.3 99.0 99.00 
2022 08 27 07 50 229  7.3  9.0 99.00 99.00 99.00 999 1013.2  24.8  25.0  23.3 99.0 99.00 
2022 08 27 08 00 227  7.3  8.9 99.00 99.00 99.00 999 1013.1  24.7  25.0  23.3 99.0 99.00 
2022 08 27 08 10 228  7.4  9.0 99.00 99.00 99.00 999 1013.1  24.7  25.0  23.4 99.0 99.00 
2022 08 27 08 20 226  7.0  9.1 99.00 99.00 99.00 999 1013.2  24.7  25.0  23.5 99.0 99.00 
2022 08 27 08 30 230  6.8  8.4 99.00 99.00 99.00 999 1013.2  24.7  25.0  23.5 99.0 99.00 
2022 08 27 08 40 234  6.5  7.9  1.44  5.88  5.17 219 1013.2  24.7  25.0  23.6 99.0 99.00 
2022 08 27 08 50 231  6.6  8.2 99.00 99.00 99.00 999 1013.3  24.7  25.0  23.6 99.0 99.00 
2022 08 27 09 00 232  6.5  7.9 99.00 99.00 99.00 999 1013.3  24.7  25.0  23.7 99.0 99.00 
2022 08 27 09 10 234  6.4  7.9 99.00 99.00 99.00 999 1013.2  24.7  25.0  23.7 99.0 99.00 
2022 08 27 09 20 236  6.3  7.8 99.00 99.00 99.00 999 1013.3  24.7  25.0  23.7 99.0 99.00 
2022 08 27 09 30 234  6.4  7.9 99.00 99.00 99.00 999 1013.3  24.7  25.0  23.7 99.0 99.00 
2022 08 27 09 40 226  6.2  7.6  1.27  5.88  5.00 237 1013.3  24.7  25.0  23.7 99.0 99.00 
2022 08 27 09 50 225  6.2  7.4 99.00 99.00 99.00 999 1013.3  24.6  25.0  23.7 99.0 99.00 
2022 08 27 10 00 226  6.4  7.9 99.00 99.00 99.00 999 1013.3  24.6  25.0  23.7 99.0 99.00 
2022 08 27 10 10 227  6.4  7.8 99.00 99.00 99.00 999 1013.4  24.6  25.0  23.7 99.0 99.00 
2022 08 27 10 20 224  6.2  7.5 99.00 99.00 99.00 999 1013.5  24.6  25.0  23.7 99.0 99.00 
2022 08 27 10 30 227  6.2  7.5 99.00 99.00 99.00 999 1013.6  24.6  25.0  23.7 99.0 99.00 
2022 08 27 10 40 230  5.7  6.8  1.22  7.69  5.12 148 1013.7  24.6  25.0  23.7 99.0 99.00 
2022 08 27 10 50 227  5.9  7.0 99.00 99.00 99.00 999 1013.6  24.6  25.0  23.8 99.0 99.00 
2022 08 27 11 00 227  6.2  7.3 99.00 99.00 99.00 999 1013.8  24.6  25.0  23.7 99.0 99.00 
2022 08 27 11 10 235  6.0  7.4 99.00 99.00 99.00 999 1013.9  24.6  25.0  23.7 99.0 99.00 
2022 08 27 11 20 235  5.1  6.9 99.00 99.00 99.00 999 1014.0  24.7  25.0  23.9 99.0 99.00 
2022 08 27 11 30 234  5.3  6.6 99.00 99.00 99.00 999 1014.0  24.7  25.0  23.9 99.0 99.00 
2022 08 27 11 40 238  5.3  7.0  1.21  7.69  5.16 153 1014.1  24.7  25.0  23.9 99.0 99.00 
2022 08 27 11 50 237  5.4  6.8 99.00 99.00 99.00 999 1014.1  24.7  25.0  23.9 99.0 99.00 
2022 08 27 12 00 242  5.4  6.6 99.00 99.00 99.00 999 1014.3  24.7  25.0  23.8 99.0 99.00 
2022 08 27 12 10 237  5.2  6.5 99.00 99.00 99.00 999 1014.3  24.7  25.0  23.9 99.0 99.00 
2022 08 27 12 20 235  4.9  5.9 99.00 99.00 99.00 999 1014.4  24.7  25.0  23.9 99.0 99.00 
2022 08 27 12 30 238  4.7  5.6 99.00 99.00 99.00 999 1014.5  24.7  25.0  23.9 99.0 99.00 
2022 08 27 12 40 231  4.8  6.1  1.10  7.14  5.02 154 1014.6  24.7  25.0  23.9 99.0 99.00 
2022 08 27 12 50 226  5.1  6.1 99.00 99.00 99.00 999 1014.5  24.7  25.0  24.0 99.0 99.00 
2022 08 27 13 00 236  4.6  5.4 99.00 99.00 99.00 999 1014.5  24.7  25.0  24.0 99.0 99.00 
2022 08 27 13 10 235  4.4  5.3 99.00 99.00 99.00 999 1014.7  24.7  25.0  24.0 99.0 99.00 
2022 08 27 13 20 235  4.3  5.1 99.00 99.00 99.00 999 1014.8  24.7  25.0  24.0 99.0 99.00 
2022 08 27 13 30 237  4.4  5.3 99.00 99.00 99.00 999 1014.9  24.7  25.0  24.0 99.0 99.00 
2022 08 27 13 40 234  4.5  5.5  1.01  7.69  4.99 151 1015.0  24.7  25.0  24.0 99.0 99.00 
2022 08 27 13 50 237  4.4  5.1 99.00 99.00 99.00 999 1015.1  24.7  25.1  24.0 99.0 99.00 
2022 08 27 14 00 238  4.4  5.4 99.00 99.00 99.00 999 1015.1  24.7  25.1  24.0 99.0 99.00 
2022 08 27 14 10 245  4.2  5.6 99.00 99.00 99.00 999 1015.2  24.7  25.1  23.9 99.0 99.00 
2022 08 27 14 20 259  4.1  5.0 99.00 99.00 99.00 999 1015.3  24.7  25.1  23.8 99.0 99.00 
2022 08 27 14 30 256  4.0  4.8 99.00 99.00 99.00 999 1015.3  24.7  25.1  23.8 99.0 99.00 
2022 08 27 14 40 256  3.6  4.6  1.06  7.69  5.17 164 1015.3  24.8  25.2  23.9 99.0 99.00 
2022 08 27 14 50 253  3.4  4.3 99.00 99.00 99.00 999 1015.5  24.7  25.2  23.7 99.0 99.00 
2022 08 27 15 00 252  3.1  4.2 99.00 99.00 99.00 999 1015.5  24.7  25.2  23.4 99.0 99.00 
2022 08 27 15 10 241  2.9  3.9 99.00 99.00 99.00 999 1015.5  24.8  25.2  23.6 99.0 99.00 
2022 08 27 15 20 256  3.2  3.9 99.00 99.00 99.00 999 1015.6  24.8  25.2  23.6 99.0 99.00 
2022 08 27 15 30 256  3.0  3.8 99.00 99.00 99.00 999 1015.6  24.8  25.3  23.5 99.0 99.00 
2022 08 27 15 40 253  3.0  3.8  1.05  7.69  5.37 158 1015.6  24.9  25.3  23.7 99.0 99.00 
2022 08 27 15 50 258  3.4  4.3 99.00 99.00 99.00 999 1015.6  24.8  25.3  23.6 99.0 99.00 
2022 08 27 16 00 259  3.2  4.1 99.00 99.00 99.00 999 1015.5  24.8  25.3  23.5 99.0 99.00 
2022 08 27 16 10 257  2.7  3.4 99.00 99.00 99.00 999 1015.4  24.8  25.3  23.3 99.0 99.00 
2022 08 27 16 20 263  2.5  3.4 99.00 99.00 99.00 999 1015.4  24.8  25.3  23.4 99.0 99.00 
2022 08 27 16 30 268  2.0  2.7 99.00 99.00 99.00 999 1015.3  24.8  25.4  23.4 99.0 99.00 
2022 08 27 16 40 266  1.5  2.3  0.98  7.69  5.18 150 1015.2  24.8  25.4  23.3 99.0 99.00 
2022 08 27 16 50 265  1.9  2.6 99.00 99.00 99.00 999 1015.2  24.8  25.5  23.2 99.0 99.00 
2022 08 27 17 00 278  2.1  3.2 99.00 99.00 99.00 999 1015.3  24.8  25.5  23.3 99.0 99.00 
2022 08 27 17 10 285  1.9  2.7 99.00 99.00 99.00 999 1015.3  24.8  25.5  23.2 99.0 99.00 
2022 08 27 17 20 292  2.0  3.0 99.00 99.00 99.00 999 1015.3  24.9  25.4  23.4 99.0 99.00 
2022 08 27 17 30 282  2.2  3.0 99.00 99.00 99.00 999 1015.3  24.9  25.6  23.3 99.0 99.00 
2022 08 27 17 40 293  1.9  2.7  0.88  7.69  5.21 145 1015.4  24.9  25.6  23.2 99.0 99.00 
2022 08 27 17 50 281  2.0  2.7 99.00 99.00 99.00 999 1015.3  24.9  25.5  23.2 99.0 99.00 
2022 08 27 18 00 290  1.7  2.5 99.00 99.00 99.00 999 1015.4  24.9  25.5  23.1 99.0 99.00 
2022 08 27 18 10 269  1.4  2.0 99.00 99.00 99.00 999 1015.4  25.0  25.4  23.1 99.0 99.00 
2022 08 27 18 20 291  1.1  1.8 99.00 99.00 99.00 999 1015.3  25.1  25.4  23.2 99.0 99.00 
2022 08 27 18 30 233  1.0  1.7 99.00 99.00 99.00 999 1015.3  25.1  25.5  23.1 99.0 99.00 
2022 08 27 18 40 217  1.3  2.2  0.89  7.69  5.32 159 1015.3  25.1  25.5  23.1 99.0 99.00 
2022 08 27 18 50 210  1.2  2.2 99.00 99.00 99.00 999 1015.2  25.2  25.5  23.0 99.0 99.00 
2022 08 27 19 00 216  0.8  1.4 99.00 99.00 99.00 999 1015.0  25.4  25.4  23.1 99.0 99.00 
2022 08 27 19 10 219  0.5  1.1 99.00 99.00 99.00 999 1014.9  25.5  25.4  23.0 99.0 99.00 
2022 08 27 19 20 231  1.3  2.1 99.00 99.00 99.00 999 1014.9  25.6  25.5  23.1 99.0 99.00 
2022 08 27 19 30 239  1.4  2.0 99.00 99.00 99.00 999 1014.9  25.4  25.6  23.0 99.0 99.00 
2022 08 27 19 40 223  1.5  2.2  0.82  8.33  5.43 157 1015.0  25.5  25.5  23.0 99.0 99.00 
2022 08 27 19 50 214  2.0  3.2 99.00 99.00 99.00 999 1015.1  25.5  25.5  23.1 99.0 99.00 
2022 08 27 20 00 205  2.5  3.0 99.00 99.00 99.00 999 1015.2  25.5  25.5  23.2 99.0 99.00 
2022 08 27 20 10 200  2.4  2.9 99.00 99.00 99.00 999 1015.2  25.5  25.5  23.2 99.0 99.00 
2022 08 27 20 20 205  2.2  3.0 99.00 99.00 99.00 999 1015.1  25.5  25.5  23.2 99.0 99.00 
2022 08 27 20 30 193  2.3  2.9 99.00 99.00 99.00 999 1015.1  25.5  25.6  23.3 99.0 99.00 
2022 08 27 20 40 196  2.3  3.0  0.76  7.69  5.23 140 1015.1  25.4  25.5  23.3 99.0 99.00 
2022 08 27 20 50 192  1.9  2.6 99.00 99.00 99.00 999 1015.1  25.4  25.6  23.4 99.0 99.00 
2022 08 27 21 00 189  1.9  2.5 99.00 99.00 99.00 999 1015.1  25.4  25.8  23.5 99.0 99.00 
2022 08 27 21 10 204  1.9  2.5 99.00 99.00 99.00 999 1015.2  25.4  25.6  23.5 99.0 99.00 
2022 08 27 21 20 213  1.8  2.4 99.00 99.00 99.00 999 1015.2  25.4  25.6  23.5 99.0 99.00 
2022 08 27 21 30 214  1.7  2.1 99.00 99.00 99.00 999 1015.3  25.4  25.5  23.5 99.0 99.00 
2022 08 27 21 40 217  2.0  2.6  0.70  7.69  5.18 138 1015.3  25.4  25.6  23.6 99.0 99.00 
2022 08 27 21 50 217  1.5  2.2 99.00 99.00 99.00 999 1015.3  25.4  25.5  23.6 99.0 99.00 
2022 08 27 22 00 235  1.5  2.0 99.00 99.00 99.00 999 1015.4  25.4  25.6  23.6 99.0 99.00 
2022 08 27 22 10 233  1.4  1.9 99.00 99.00 99.00 999 1015.4  25.4  25.6  23.7 99.0 99.00 
2022 08 27 22 20 234  1.2  1.8 99.00 99.00 99.00 999 1015.4  25.4  25.6  23.7 99.0 99.00 
2022 08 27 22 30 248  1.2  1.7 99.00 99.00 99.00 999 1015.5  25.4  25.5  23.7 99.0 99.00 
2022 08 27 22 40 242  1.2  1.8  0.72  7.14  5.39 140 1015.5  25.4  25.5  23.6 99.0 99.00 
2022 08 27 22 50 228  1.3  1.9 99.00 99.00 99.00 999 1015.5  25.4  25.5  23.7 99.0 99.00 
2022 08 27 23 00 221  1.2  1.7 99.00 99.00 99.00 999 1015.6  25.4  25.4  23.6 99.0 99.00 
2022 08 27 23 10 215  0.9  1.2 99.00 99.00 99.00 999 1015.7  25.4  25.7  23.6 99.0 99.00 
2022 08 27 23 20 215  0.4  1.0 99.00 99.00 99.00 999 1015.7  25.4  25.5  23.6 99.0 99.00 
2022 08 27 23 30 188  0.9  1.3 99.00 99.00 99.00 999 1015.7  25.4  25.8  23.7 99.0 99.00 
2022 08 27 23 40 185  1.2  1.7  0.66  7.69  4.97 159 1015.7  25.3  25.9  23.7 99.0 99.00 
2022 08 27 23 50 185  1.0  1.4 99.00 99.00 99.00 999 1015.7  25.3  25.9  23.7 99.0 99.00 
2022 08 28 00 00 179  1.0  1.5 99.00 99.00 99.00 999 1015.9  25.3  25.8  23.8 99.0 99.00 
2022 08 28 00 10 156  0.9  1.3 99.00 99.00 99.00 999 1016.0  25.3  25.8  23.8 99.0 99.00 
2022 08 28 00 20 169  0.7  1.1 99.00 99.00 99.00 999 1016.1  25.3  25.9  23.9 99.0 99.00 
2022 08 28 00 30 162  0.4  0.8 99.00 99.00 99.00 999 1016.2  25.2  25.8  23.8 99.0 99.00 
2022 08 28 00 40 100  0.0  0.3  0.71  7.69  5.50 152 1016.2  25.2  26.0  23.8 99.0 99.00 
2022 08 28 00 50 120  0.4  0.8 99.00 99.00 99.00 999 1016.3  25.2  25.8  23.8 99.0 99.00 
2022 08 28 01 00 117  0.3  0.9 99.00 99.00 99.00 999 1016.4  25.2  25.6  23.8 99.0 99.00 
2022 08 28 01 10  40  0.2  0.8 99.00 99.00 99.00 999 1016.5  25.2  25.9  23.9 99.0 99.00 
2022 08 28 01 20  34  1.0  1.7 99.00 99.00 99.00 999 1016.5  25.2  25.7  23.8 99.0 99.00 
2022 08 28 01 30  26  1.1  1.5 99.00 99.00 99.00 999 1016.6  25.2  25.7  23.8 99.0 99.00 
2022 08 28 01 40  36  1.2  1.6  0.72  7.69  5.60 178 1016.6  25.2  25.9  23.9 99.0 99.00 
2022 08 28 01 50  57  1.1  1.5 99.00 99.00 99.00 999 1016.7  25.2  25.7  23.9 99.0 99.00 
2022 08 28 02 00  72  1.1  1.7 99.00 99.00 99.00 999 1016.8  25.2  25.6  23.8 99.0 99.00 
2022 08 28 02 10  95  1.6  2.2 99.00 99.00 99.00 999 1016.9  25.2  25.5  23.9 99.0 99.00 
2022 08 28 02 20  74  1.8  2.3 99.00 99.00 99.00 999 1016.9  25.2  25.8  23.9 99.0 99.00 
2022 08 28 02 30  85  1.9  2.3 99.00 99.00 99.00 999 1017.1  25.2  25.8  23.9 99.0 99.00 
2022 08 28 02 40  89  1.8  2.4  0.70  7.69  5.81 164 1017.2  25.2  25.8  23.9 99.0 99.00 
2022 08 28 02 50  76  2.0  2.7 99.00 99.00 99.00 999 1017.3  25.2  25.7  23.9 99.0 99.00 
